sample	samples	cancer type abbreviation	sample_type	ENSG00000175054.14	ENSG00000149554.12	ENSG00000108064.10
TCGA-A2-A0CT-01	TCGA-A2-A0CT-01	BRCA	Primary Tumor	3.129	3.032	4.793
TCGA-A1-A0SG-01	TCGA-A1-A0SG-01	BRCA	Primary Tumor	3.129	2.095	4.176
TCGA-A2-A0T3-01	TCGA-A2-A0T3-01	BRCA	Primary Tumor	3.128	4.253	4.819
TCGA-AC-A2FB-01	TCGA-AC-A2FB-01	BRCA	Primary Tumor	3.125	1.758	4.447
TCGA-E2-A14Y-01	TCGA-E2-A14Y-01	BRCA	Primary Tumor	3.123	4.6	4.073
TCGA-E2-A15K-01	TCGA-E2-A15K-01	BRCA	Primary Tumor	3.123	3.156	4.261
TCGA-BH-A0DE-01	TCGA-BH-A0DE-01	BRCA	Primary Tumor	3.119	1.745	3.987
TCGA-E9-A5UP-01	TCGA-E9-A5UP-01	BRCA	Primary Tumor	3.118	1.164	3.586
TCGA-A7-A3J0-01	TCGA-A7-A3J0-01	BRCA	Primary Tumor	3.115	2.568	4.375
TCGA-A2-A0EY-01	TCGA-A2-A0EY-01	BRCA	Primary Tumor	3.111	3.138	4.255
TCGA-E2-A1IJ-01	TCGA-E2-A1IJ-01	BRCA	Primary Tumor	3.109	2.022	3.795
TCGA-A8-A06X-01	TCGA-A8-A06X-01	BRCA	Primary Tumor	3.108	4.181	4.556
TCGA-A7-A0CG-01	TCGA-A7-A0CG-01	BRCA	Primary Tumor	3.108	2.595	4.643
TCGA-A2-A0ER-01	TCGA-A2-A0ER-01	BRCA	Primary Tumor	3.106	2.884	4.687
TCGA-OL-A66J-01	TCGA-OL-A66J-01	BRCA	Primary Tumor	3.101	1.911	3.68
TCGA-AN-A0XO-01	TCGA-AN-A0XO-01	BRCA	Primary Tumor	3.099	2.723	4.61
TCGA-AC-A8OP-01	TCGA-AC-A8OP-01	BRCA	Primary Tumor	3.099	1.561	4.497
TCGA-B6-A408-01	TCGA-B6-A408-01	BRCA	Primary Tumor	3.098	2.718	3.727
TCGA-AR-A0TT-01	TCGA-AR-A0TT-01	BRCA	Primary Tumor	3.096	3.146	4.618
TCGA-OL-A66L-01	TCGA-OL-A66L-01	BRCA	Primary Tumor	3.096	1.465	1.945
TCGA-AC-A3YJ-01	TCGA-AC-A3YJ-01	BRCA	Primary Tumor	3.094	1.637	3.227
TCGA-AN-A0FV-01	TCGA-AN-A0FV-01	BRCA	Primary Tumor	3.094	1.501	5.022
TCGA-A1-A0SN-01	TCGA-A1-A0SN-01	BRCA	Primary Tumor	3.093	3.521	4.467
TCGA-A2-A3Y0-01	TCGA-A2-A3Y0-01	BRCA	Primary Tumor	3.091	4.239	4.323
TCGA-BH-A18L-01	TCGA-BH-A18L-01	BRCA	Primary Tumor	3.089	3.159	5.014
TCGA-C8-A12Y-01	TCGA-C8-A12Y-01	BRCA	Primary Tumor	3.089	2.465	2.826
TCGA-A1-A0SH-01	TCGA-A1-A0SH-01	BRCA	Primary Tumor	3.089	1.516	4.415
TCGA-A1-A0SP-01	TCGA-A1-A0SP-01	BRCA	Primary Tumor	3.088	4.423	4.612
TCGA-AO-A03M-01	TCGA-AO-A03M-01	BRCA	Primary Tumor	3.088	3.338	4.278
TCGA-AO-A0JE-01	TCGA-AO-A0JE-01	BRCA	Primary Tumor	3.088	2.729	4.22
TCGA-AC-A23E-01	TCGA-AC-A23E-01	BRCA	Primary Tumor	3.088	2.678	4.852
TCGA-B6-A0RH-01	TCGA-B6-A0RH-01	BRCA	Primary Tumor	3.086	1.997	2.77
TCGA-BH-A1FD-01	TCGA-BH-A1FD-01	BRCA	Primary Tumor	3.082	3.777	5.215
TCGA-C8-A1HL-01	TCGA-C8-A1HL-01	BRCA	Primary Tumor	3.082	3.406	3.326
TCGA-OL-A97C-01	TCGA-OL-A97C-01	BRCA	Primary Tumor	3.082	3.207	3.682
TCGA-BH-A0C3-01	TCGA-BH-A0C3-01	BRCA	Primary Tumor	3.082	2.299	4.525
TCGA-B6-A3ZX-01	TCGA-B6-A3ZX-01	BRCA	Primary Tumor	3.081	3.365	4.799
TCGA-E2-A14O-01	TCGA-E2-A14O-01	BRCA	Primary Tumor	3.081	1.997	2.989
TCGA-OL-A5S0-01	TCGA-OL-A5S0-01	BRCA	Primary Tumor	3.079	3.701	3.516
TCGA-LL-A8F5-01	TCGA-LL-A8F5-01	BRCA	Primary Tumor	3.079	3.071	2.436
TCGA-XX-A89A-01	TCGA-XX-A89A-01	BRCA	Primary Tumor	3.079	2.272	3.895
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	BRCA	Primary Tumor	3.077	3.202	4.09
TCGA-AC-A2FO-01	TCGA-AC-A2FO-01	BRCA	Primary Tumor	3.077	1.239	4.152
TCGA-E2-A105-01	TCGA-E2-A105-01	BRCA	Primary Tumor	3.076	2.293	4.498
TCGA-AR-A250-01	TCGA-AR-A250-01	BRCA	Primary Tumor	3.074	2.921	5.2
TCGA-LL-A5YP-01	TCGA-LL-A5YP-01	BRCA	Primary Tumor	3.072	4.812	4.634
TCGA-AN-A04C-01	TCGA-AN-A04C-01	BRCA	Primary Tumor	3.072	3.696	3.757
TCGA-AC-A8OQ-01	TCGA-AC-A8OQ-01	BRCA	Primary Tumor	3.072	2.978	4.155
TCGA-A2-A0D4-01	TCGA-A2-A0D4-01	BRCA	Primary Tumor	3.072	2.761	3.289
TCGA-AR-A0TW-01	TCGA-AR-A0TW-01	BRCA	Primary Tumor	3.069	2.491	4.29
TCGA-EW-A1IZ-01	TCGA-EW-A1IZ-01	BRCA	Primary Tumor	3.069	2.236	3.039
TCGA-A2-A04X-01	TCGA-A2-A04X-01	BRCA	Primary Tumor	3.067	2.345	3.88
TCGA-A8-A07P-01	TCGA-A8-A07P-01	BRCA	Primary Tumor	3.065	2.342	4.7
TCGA-AN-A0AM-01	TCGA-AN-A0AM-01	BRCA	Primary Tumor	3.064	3.658	4.282
TCGA-D8-A1JG-01	TCGA-D8-A1JG-01	BRCA	Primary Tumor	3.062	4.203	4.511
TCGA-AC-A3BB-01	TCGA-AC-A3BB-01	BRCA	Primary Tumor	3.06	2.519	3.67
TCGA-E2-A9RU-01	TCGA-E2-A9RU-01	BRCA	Primary Tumor	3.06	1.804	2.511
TCGA-AN-A0XR-01	TCGA-AN-A0XR-01	BRCA	Primary Tumor	3.059	3.65	4.029
TCGA-D8-A1JF-01	TCGA-D8-A1JF-01	BRCA	Primary Tumor	3.057	2.759	5.279
TCGA-AC-A2B8-01	TCGA-AC-A2B8-01	BRCA	Primary Tumor	3.057	2.118	4.814
TCGA-EW-A1P5-01	TCGA-EW-A1P5-01	BRCA	Primary Tumor	3.055	2.37	3.978
TCGA-BH-A6R9-01	TCGA-BH-A6R9-01	BRCA	Primary Tumor	3.052	2.862	3.662
TCGA-OL-A6VR-01	TCGA-OL-A6VR-01	BRCA	Primary Tumor	3.052	2.167	3.985
TCGA-AC-A8OS-01	TCGA-AC-A8OS-01	BRCA	Primary Tumor	3.05	1.396	4.122
TCGA-GM-A2DN-01	TCGA-GM-A2DN-01	BRCA	Primary Tumor	3.048	3.224	4.084
TCGA-BH-A0BD-01	TCGA-BH-A0BD-01	BRCA	Primary Tumor	3.048	3.086	4.669
TCGA-UL-AAZ6-01	TCGA-UL-AAZ6-01	BRCA	Primary Tumor	3.046	2.26	2.186
TCGA-D8-A73U-01	TCGA-D8-A73U-01	BRCA	Primary Tumor	3.046	1.276	3.668
TCGA-E2-A14Q-01	TCGA-E2-A14Q-01	BRCA	Primary Tumor	3.043	2.6	3.904
TCGA-EW-A6SC-01	TCGA-EW-A6SC-01	BRCA	Primary Tumor	3.041	2.738	4.826
TCGA-A8-A08A-01	TCGA-A8-A08A-01	BRCA	Primary Tumor	3.039	1.486	4.348
TCGA-OL-A5RX-01	TCGA-OL-A5RX-01	BRCA	Primary Tumor	3.038	2.151	4.459
TCGA-A2-A3XZ-01	TCGA-A2-A3XZ-01	BRCA	Primary Tumor	3.036	2.826	4.566
TCGA-E9-A3X8-01	TCGA-E9-A3X8-01	BRCA	Primary Tumor	3.036	2.401	1.258
TCGA-A7-A5ZV-01	TCGA-A7-A5ZV-01	BRCA	Primary Tumor	3.032	2.504	4.597
TCGA-MS-A51U-01	TCGA-MS-A51U-01	BRCA	Primary Tumor	3.03	2.008	4.478
TCGA-EW-A1OX-01	TCGA-EW-A1OX-01	BRCA	Primary Tumor	3.029	3.116	4.784
TCGA-BH-A0HO-01	TCGA-BH-A0HO-01	BRCA	Primary Tumor	3.027	2.095	4.527
TCGA-A2-A3XU-01	TCGA-A2-A3XU-01	BRCA	Primary Tumor	3.025	3.901	2.98
TCGA-AO-A03U-01	TCGA-AO-A03U-01	BRCA	Primary Tumor	3.025	1.512	4.084
TCGA-D8-A3Z5-01	TCGA-D8-A3Z5-01	BRCA	Primary Tumor	3.025	1.434	4.271
TCGA-GM-A2DD-01	TCGA-GM-A2DD-01	BRCA	Primary Tumor	3.023	1.476	2.531
TCGA-AN-A0FT-01	TCGA-AN-A0FT-01	BRCA	Primary Tumor	3.02	1.623	2.785
TCGA-LD-A7W5-01	TCGA-LD-A7W5-01	BRCA	Primary Tumor	3.018	3.006	3.365
TCGA-BH-A0B7-01	TCGA-BH-A0B7-01	BRCA	Primary Tumor	3.016	3.63	4.427
TCGA-E2-A1LA-01	TCGA-E2-A1LA-01	BRCA	Primary Tumor	3.013	2.328	2.46
TCGA-A7-A4SA-01	TCGA-A7-A4SA-01	BRCA	Primary Tumor	3.011	2.098	3.875
TCGA-D8-A1JN-01	TCGA-D8-A1JN-01	BRCA	Primary Tumor	3.009	2.108	4.356
TCGA-AO-A12C-01	TCGA-AO-A12C-01	BRCA	Primary Tumor	3.009	1.762	4.301
TCGA-A8-A082-01	TCGA-A8-A082-01	BRCA	Primary Tumor	3.007	3.386	4.044
TCGA-BH-A0GY-01	TCGA-BH-A0GY-01	BRCA	Primary Tumor	3.007	3.259	4.506
TCGA-A7-A13F-01	TCGA-A7-A13F-01	BRCA	Primary Tumor	3.006	4.442	4.059
TCGA-BH-A0E1-01	TCGA-BH-A0E1-01	BRCA	Primary Tumor	3.006	3.478	4.24
TCGA-E9-A244-01	TCGA-E9-A244-01	BRCA	Primary Tumor	3.004	5.401	4.76
TCGA-A2-A0YJ-01	TCGA-A2-A0YJ-01	BRCA	Primary Tumor	3.004	4.242	3.659
TCGA-B6-A0RV-01	TCGA-B6-A0RV-01	BRCA	Primary Tumor	3.004	2.939	4.554
TCGA-AC-A2FE-01	TCGA-AC-A2FE-01	BRCA	Primary Tumor	3.004	2.018	4.42
TCGA-A8-A06P-01	TCGA-A8-A06P-01	BRCA	Primary Tumor	3	2.189	4.088
TCGA-B6-A401-01	TCGA-B6-A401-01	BRCA	Primary Tumor	2.997	2.658	3.524
TCGA-AC-A62Y-01	TCGA-AC-A62Y-01	BRCA	Primary Tumor	2.995	2.83	3.422
TCGA-BH-A209-01	TCGA-BH-A209-01	BRCA	Primary Tumor	2.991	5.081	4.365
TCGA-JL-A3YX-01	TCGA-JL-A3YX-01	BRCA	Primary Tumor	2.991	3.303	3.919
TCGA-AN-A0FN-01	TCGA-AN-A0FN-01	BRCA	Primary Tumor	2.991	1.982	3.88
TCGA-PL-A8LX-01	TCGA-PL-A8LX-01	BRCA	Primary Tumor	2.987	1.328	2.962
TCGA-AR-A2LH-01	TCGA-AR-A2LH-01	BRCA	Primary Tumor	2.986	3.391	4.45
TCGA-E9-A22D-01	TCGA-E9-A22D-01	BRCA	Primary Tumor	2.986	3.17	3.954
TCGA-B6-A0WS-01	TCGA-B6-A0WS-01	BRCA	Primary Tumor	2.986	2.989	4.588
TCGA-A2-A0EV-01	TCGA-A2-A0EV-01	BRCA	Primary Tumor	2.982	3.197	3.987
TCGA-A2-A0SV-01	TCGA-A2-A0SV-01	BRCA	Primary Tumor	2.98	4.444	3.208
TCGA-A8-A096-01	TCGA-A8-A096-01	BRCA	Primary Tumor	2.98	3.428	4.622
TCGA-OL-A66O-01	TCGA-OL-A66O-01	BRCA	Primary Tumor	2.98	2.751	2.884
TCGA-A2-A0CO-01	TCGA-A2-A0CO-01	BRCA	Primary Tumor	2.98	1.305	3.889
TCGA-AR-A0TY-01	TCGA-AR-A0TY-01	BRCA	Primary Tumor	2.977	4.821	5.381
TCGA-BH-A0BP-01	TCGA-BH-A0BP-01	BRCA	Primary Tumor	2.977	1.368	4.326
TCGA-E9-A2JS-01	TCGA-E9-A2JS-01	BRCA	Primary Tumor	2.975	3.275	3.565
TCGA-C8-A1HO-01	TCGA-C8-A1HO-01	BRCA	Primary Tumor	2.973	3.319	4.362
TCGA-B6-A0I5-01	TCGA-B6-A0I5-01	BRCA	Primary Tumor	2.973	1.423	2.214
TCGA-AC-A3QP-01	TCGA-AC-A3QP-01	BRCA	Primary Tumor	2.973	1.373	3.159
TCGA-A2-A4S1-01	TCGA-A2-A4S1-01	BRCA	Primary Tumor	2.971	2.081	2.138
TCGA-AR-A0TX-01	TCGA-AR-A0TX-01	BRCA	Primary Tumor	2.969	2.842	4.704
TCGA-AN-A0XN-01	TCGA-AN-A0XN-01	BRCA	Primary Tumor	2.962	3.099	4.254
TCGA-EW-A1P6-01	TCGA-EW-A1P6-01	BRCA	Primary Tumor	2.96	3.188	4.262
TCGA-A2-A0CK-01	TCGA-A2-A0CK-01	BRCA	Primary Tumor	2.96	1.692	3.349
TCGA-AN-A0FS-01	TCGA-AN-A0FS-01	BRCA	Primary Tumor	2.958	1.896	4.869
TCGA-BH-A0B0-01	TCGA-BH-A0B0-01	BRCA	Primary Tumor	2.956	1.993	3.797
TCGA-AC-A3TM-01	TCGA-AC-A3TM-01	BRCA	Primary Tumor	2.954	2.801	1.888
TCGA-HN-A2OB-01	TCGA-HN-A2OB-01	BRCA	Primary Tumor	2.953	1.258	4.198
TCGA-BH-A1F6-01	TCGA-BH-A1F6-01	BRCA	Primary Tumor	2.951	4.114	6.836
TCGA-A1-A0SF-01	TCGA-A1-A0SF-01	BRCA	Primary Tumor	2.949	2.483	4.154
TCGA-AC-A2QI-01	TCGA-AC-A2QI-01	BRCA	Primary Tumor	2.949	1.852	4.432
TCGA-AO-A03N-01	TCGA-AO-A03N-01	BRCA	Primary Tumor	2.947	2.568	3.387
TCGA-A7-A56D-01	TCGA-A7-A56D-01	BRCA	Primary Tumor	2.943	1.022	0.4016
TCGA-BH-A0AV-01	TCGA-BH-A0AV-01	BRCA	Primary Tumor	2.939	4.409	4.17
TCGA-B6-A0IM-01	TCGA-B6-A0IM-01	BRCA	Primary Tumor	2.939	3.128	4.765
TCGA-E2-A107-01	TCGA-E2-A107-01	BRCA	Primary Tumor	2.938	3.181	4.367
TCGA-E9-A245-01	TCGA-E9-A245-01	BRCA	Primary Tumor	2.936	3.018	3.86
TCGA-A2-A0T2-01	TCGA-A2-A0T2-01	BRCA	Primary Tumor	2.936	2.491	3.37
TCGA-E2-A106-01	TCGA-E2-A106-01	BRCA	Primary Tumor	2.936	1.795	3.971
TCGA-AO-A0J7-01	TCGA-AO-A0J7-01	BRCA	Primary Tumor	2.932	3.18	4.486
TCGA-BH-A0DX-01	TCGA-BH-A0DX-01	BRCA	Primary Tumor	2.932	2.665	4.324
TCGA-BH-A0BZ-01	TCGA-BH-A0BZ-01	BRCA	Primary Tumor	2.93	2.87	3.521
TCGA-EW-A3U0-01	TCGA-EW-A3U0-01	BRCA	Primary Tumor	2.926	3.222	4.296
TCGA-E9-A227-01	TCGA-E9-A227-01	BRCA	Primary Tumor	2.926	2.611	3.967
TCGA-AO-A0J5-01	TCGA-AO-A0J5-01	BRCA	Primary Tumor	2.921	2.66	4.556
TCGA-B6-A0I8-01	TCGA-B6-A0I8-01	BRCA	Primary Tumor	2.919	1.701	4.565
TCGA-E9-A1RE-01	TCGA-E9-A1RE-01	BRCA	Primary Tumor	2.917	3.131	4.903
TCGA-E2-A1IN-01	TCGA-E2-A1IN-01	BRCA	Primary Tumor	2.917	2.475	3.91
TCGA-B6-A40B-01	TCGA-B6-A40B-01	BRCA	Primary Tumor	2.915	1.892	3.441
TCGA-BH-A1FR-01	TCGA-BH-A1FR-01	BRCA	Primary Tumor	2.913	3.081	4.899
TCGA-LD-A66U-01	TCGA-LD-A66U-01	BRCA	Primary Tumor	2.911	1.281	2.674
TCGA-AN-A0AL-01	TCGA-AN-A0AL-01	BRCA	Primary Tumor	2.907	4.497	4.236
TCGA-B6-A0WZ-01	TCGA-B6-A0WZ-01	BRCA	Primary Tumor	2.907	2.876	3.199
TCGA-B6-A0WW-01	TCGA-B6-A0WW-01	BRCA	Primary Tumor	2.905	2.483	4.143
TCGA-BH-A0H7-01	TCGA-BH-A0H7-01	BRCA	Primary Tumor	2.905	2.382	4.075
TCGA-EW-A1OZ-01	TCGA-EW-A1OZ-01	BRCA	Primary Tumor	2.903	3.471	3.694
TCGA-A8-A0A4-01	TCGA-A8-A0A4-01	BRCA	Primary Tumor	2.899	2.376	4.85
TCGA-BH-A0HQ-01	TCGA-BH-A0HQ-01	BRCA	Primary Tumor	2.899	2.272	4.288
TCGA-BH-A0DV-01	TCGA-BH-A0DV-01	BRCA	Primary Tumor	2.895	1.245	3.994
TCGA-OL-A66P-01	TCGA-OL-A66P-01	BRCA	Primary Tumor	2.894	3.315	1.795
TCGA-BH-A0E6-01	TCGA-BH-A0E6-01	BRCA	Primary Tumor	2.888	3.609	2.832
TCGA-AC-A5EH-01	TCGA-AC-A5EH-01	BRCA	Primary Tumor	2.888	3.289	4.653
TCGA-A8-A086-01	TCGA-A8-A086-01	BRCA	Primary Tumor	2.888	2.907	4.286
TCGA-C8-A12P-01	TCGA-C8-A12P-01	BRCA	Primary Tumor	2.886	4.397	4.661
TCGA-LL-A5YO-01	TCGA-LL-A5YO-01	BRCA	Primary Tumor	2.884	3.3	4.117
TCGA-A2-A3XX-01	TCGA-A2-A3XX-01	BRCA	Primary Tumor	2.882	3.815	3.843
TCGA-GM-A3XN-01	TCGA-GM-A3XN-01	BRCA	Primary Tumor	2.882	1.967	3.519
TCGA-AO-A0J8-01	TCGA-AO-A0J8-01	BRCA	Primary Tumor	2.88	2.251	4.724
TCGA-C8-A273-01	TCGA-C8-A273-01	BRCA	Primary Tumor	2.878	3.794	3.773
TCGA-E2-A150-01	TCGA-E2-A150-01	BRCA	Primary Tumor	2.878	3.542	4.866
TCGA-D8-A27W-01	TCGA-D8-A27W-01	BRCA	Primary Tumor	2.878	3.515	4.848
TCGA-3C-AALK-01	TCGA-3C-AALK-01	BRCA	Primary Tumor	2.876	2.135	4.04
TCGA-B6-A0RO-01	TCGA-B6-A0RO-01	BRCA	Primary Tumor	2.872	1.719	4.978
TCGA-E2-A572-01	TCGA-E2-A572-01	BRCA	Primary Tumor	2.872	0.9115	1.439
TCGA-AO-A0J3-01	TCGA-AO-A0J3-01	BRCA	Primary Tumor	2.87	2.82	3.483
TCGA-B6-A0IB-01	TCGA-B6-A0IB-01	BRCA	Primary Tumor	2.868	2.614	3.774
TCGA-B6-A1KI-01	TCGA-B6-A1KI-01	BRCA	Primary Tumor	2.866	1.665	4.048
TCGA-BH-A1FU-01	TCGA-BH-A1FU-01	BRCA	Primary Tumor	2.864	4.267	5.357
TCGA-E9-A1RG-01	TCGA-E9-A1RG-01	BRCA	Primary Tumor	2.864	3.082	2.66
TCGA-BH-A0DS-01	TCGA-BH-A0DS-01	BRCA	Primary Tumor	2.864	2.233	3.697
TCGA-A8-A08H-01	TCGA-A8-A08H-01	BRCA	Primary Tumor	2.862	3.37	4.424
TCGA-A2-A3XV-01	TCGA-A2-A3XV-01	BRCA	Primary Tumor	2.862	2.578	1.532
TCGA-A2-A0CU-01	TCGA-A2-A0CU-01	BRCA	Primary Tumor	2.862	2.449	3.679
TCGA-A8-A09D-01	TCGA-A8-A09D-01	BRCA	Primary Tumor	2.86	2.475	4.344
TCGA-A7-A0DC-01	TCGA-A7-A0DC-01	BRCA	Primary Tumor	2.86	0.4587	3.566
TCGA-A2-A0EN-01	TCGA-A2-A0EN-01	BRCA	Primary Tumor	2.846	1.732	3.939
TCGA-BH-A5IZ-01	TCGA-BH-A5IZ-01	BRCA	Primary Tumor	2.844	4.628	4.961
TCGA-E9-A5UO-01	TCGA-E9-A5UO-01	BRCA	Primary Tumor	2.844	3.188	4.122
TCGA-AO-A0JJ-01	TCGA-AO-A0JJ-01	BRCA	Primary Tumor	2.844	2.712	4.255
TCGA-E2-A1BD-01	TCGA-E2-A1BD-01	BRCA	Primary Tumor	2.844	2.078	3.384
TCGA-AO-A12H-01	TCGA-AO-A12H-01	BRCA	Primary Tumor	2.844	1.799	3.92
TCGA-AC-A3W5-01	TCGA-AC-A3W5-01	BRCA	Primary Tumor	2.83	2.043	3.58
TCGA-EW-A1J1-01	TCGA-EW-A1J1-01	BRCA	Primary Tumor	2.828	3.932	4.615
TCGA-BH-A0EB-01	TCGA-BH-A0EB-01	BRCA	Primary Tumor	2.826	1.688	4.017
TCGA-A1-A0SJ-01	TCGA-A1-A0SJ-01	BRCA	Primary Tumor	2.822	2.803	3.943
TCGA-E9-A1RF-01	TCGA-E9-A1RF-01	BRCA	Primary Tumor	2.812	1.396	3.217
TCGA-AR-A5QQ-01	TCGA-AR-A5QQ-01	BRCA	Primary Tumor	2.81	4.544	3.376
TCGA-BH-A0DI-01	TCGA-BH-A0DI-01	BRCA	Primary Tumor	2.81	2.05	4.256
TCGA-A7-A425-01	TCGA-A7-A425-01	BRCA	Primary Tumor	2.808	2.331	3.496
TCGA-LL-A5YL-01	TCGA-LL-A5YL-01	BRCA	Primary Tumor	2.806	3.197	2.483
TCGA-LL-A73Z-01	TCGA-LL-A73Z-01	BRCA	Primary Tumor	2.806	2.573	3.736
TCGA-AO-A1KQ-01	TCGA-AO-A1KQ-01	BRCA	Primary Tumor	2.803	3.192	3.492
TCGA-BH-A8FZ-01	TCGA-BH-A8FZ-01	BRCA	Primary Tumor	2.803	2.098	4.394
TCGA-E2-A14X-01	TCGA-E2-A14X-01	BRCA	Primary Tumor	2.801	4.448	3.875
TCGA-B6-A400-01	TCGA-B6-A400-01	BRCA	Primary Tumor	2.801	3.588	4.994
TCGA-A2-A0EM-01	TCGA-A2-A0EM-01	BRCA	Primary Tumor	2.799	2.984	4.615
TCGA-AC-A5XU-01	TCGA-AC-A5XU-01	BRCA	Primary Tumor	2.797	2.78	3.694
TCGA-B6-A0RE-01	TCGA-B6-A0RE-01	BRCA	Primary Tumor	2.793	4.451	4.088
TCGA-AC-A7VC-01	TCGA-AC-A7VC-01	BRCA	Primary Tumor	2.791	4.508	2.642
TCGA-BH-A0B8-01	TCGA-BH-A0B8-01	BRCA	Primary Tumor	2.791	2.325	4.561
TCGA-D8-A1Y3-01	TCGA-D8-A1Y3-01	BRCA	Primary Tumor	2.778	5.521	3.84
TCGA-5L-AAT0-01	TCGA-5L-AAT0-01	BRCA	Primary Tumor	2.778	2.183	3.977
TCGA-AN-A0FL-01	TCGA-AN-A0FL-01	BRCA	Primary Tumor	2.776	2.778	3.738
TCGA-A2-A04T-01	TCGA-A2-A04T-01	BRCA	Primary Tumor	2.766	4.44	4.568
TCGA-E9-A1R6-01	TCGA-E9-A1R6-01	BRCA	Primary Tumor	2.766	3.414	4.128
TCGA-GM-A2DF-01	TCGA-GM-A2DF-01	BRCA	Primary Tumor	2.766	2.635	2.687
TCGA-BH-A0BQ-01	TCGA-BH-A0BQ-01	BRCA	Primary Tumor	2.766	2.431	4.142
TCGA-AR-A0TZ-01	TCGA-AR-A0TZ-01	BRCA	Primary Tumor	2.761	4.245	5.87
TCGA-EW-A3E8-01	TCGA-EW-A3E8-01	BRCA	Primary Tumor	2.759	2.559	3.779
TCGA-E9-A1R0-01	TCGA-E9-A1R0-01	BRCA	Primary Tumor	2.757	2.635	4.278
TCGA-A1-A0SQ-01	TCGA-A1-A0SQ-01	BRCA	Primary Tumor	2.757	2.334	4.342
TCGA-A1-A0SE-01	TCGA-A1-A0SE-01	BRCA	Primary Tumor	2.751	2.571	4.203
TCGA-LL-A740-01	TCGA-LL-A740-01	BRCA	Primary Tumor	2.747	2.454	4.354
TCGA-C8-A12U-01	TCGA-C8-A12U-01	BRCA	Primary Tumor	2.738	3.54	3.444
TCGA-A8-A07B-01	TCGA-A8-A07B-01	BRCA	Primary Tumor	2.738	3.465	5.608
TCGA-E2-A152-01	TCGA-E2-A152-01	BRCA	Primary Tumor	2.736	3.05	4.315
TCGA-BH-A1EN-01	TCGA-BH-A1EN-01	BRCA	Primary Tumor	2.734	3.076	4.636
TCGA-A2-A0T4-01	TCGA-A2-A0T4-01	BRCA	Primary Tumor	2.734	2.447	4.168
TCGA-BH-A6R8-01	TCGA-BH-A6R8-01	BRCA	Primary Tumor	2.729	2.251	3.386
TCGA-BH-A1FG-01	TCGA-BH-A1FG-01	BRCA	Primary Tumor	2.729	1.71	3.793
TCGA-A7-A13G-01	TCGA-A7-A13G-01	BRCA	Primary Tumor	2.726	0.9493	3.119
TCGA-A2-A3XY-01	TCGA-A2-A3XY-01	BRCA	Primary Tumor	2.723	4.793	4.347
TCGA-AC-A2FM-01	TCGA-AC-A2FM-01	BRCA	Primary Tumor	2.723	1.77	4.768
TCGA-E9-A22E-01	TCGA-E9-A22E-01	BRCA	Primary Tumor	2.723	1.633	2.734
TCGA-D8-A142-01	TCGA-D8-A142-01	BRCA	Primary Tumor	2.72	4.222	3.309
TCGA-EW-A6S9-01	TCGA-EW-A6S9-01	BRCA	Primary Tumor	2.718	3.41	4.967
TCGA-AR-A5QN-01	TCGA-AR-A5QN-01	BRCA	Primary Tumor	2.716	4.057	4.595
TCGA-AC-A3OD-01	TCGA-AC-A3OD-01	BRCA	Primary Tumor	2.713	0.6088	3.091
TCGA-OL-A5RZ-01	TCGA-OL-A5RZ-01	BRCA	Primary Tumor	2.71	3.253	3.655
TCGA-A2-A04R-01	TCGA-A2-A04R-01	BRCA	Primary Tumor	2.71	3.081	4.287
TCGA-B6-A0RM-01	TCGA-B6-A0RM-01	BRCA	Primary Tumor	2.707	3.041	4.262
TCGA-BH-A0DG-01	TCGA-BH-A0DG-01	BRCA	Primary Tumor	2.703	2.987	4.487
TCGA-A1-A0SM-01	TCGA-A1-A0SM-01	BRCA	Primary Tumor	2.701	2.561	4.359
TCGA-A7-A26I-01	TCGA-A7-A26I-01	BRCA	Primary Tumor	2.7	3.269	3.314
TCGA-E2-A14T-01	TCGA-E2-A14T-01	BRCA	Primary Tumor	2.696	2.651	3.553
TCGA-D8-A3Z6-01	TCGA-D8-A3Z6-01	BRCA	Primary Tumor	2.696	1.964	4.448
TCGA-AO-A03P-01	TCGA-AO-A03P-01	BRCA	Primary Tumor	2.694	2.356	4.03
TCGA-B6-A0WY-01	TCGA-B6-A0WY-01	BRCA	Primary Tumor	2.685	2.125	4.483
TCGA-BH-A1FC-01	TCGA-BH-A1FC-01	BRCA	Primary Tumor	2.683	4.179	3.998
TCGA-AO-A0J9-01	TCGA-AO-A0J9-01	BRCA	Primary Tumor	2.678	1.723	2.37
TCGA-OL-A5RY-01	TCGA-OL-A5RY-01	BRCA	Primary Tumor	2.671	2.541	3.682
TCGA-BH-A0HA-01	TCGA-BH-A0HA-01	BRCA	Primary Tumor	2.667	2.154	2.953
TCGA-AR-A5QM-01	TCGA-AR-A5QM-01	BRCA	Primary Tumor	2.66	2.832	3.736
TCGA-LD-A9QF-01	TCGA-LD-A9QF-01	BRCA	Primary Tumor	2.66	2.42	3.622
TCGA-LL-A442-01	TCGA-LL-A442-01	BRCA	Primary Tumor	2.656	3.839	4.935
TCGA-BH-A0BR-01	TCGA-BH-A0BR-01	BRCA	Primary Tumor	2.653	2.193	3.85
